Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Sequence
"1993-11-03","Checking","INCORRECT","New_Funct/Rewritten","Capability","","PT",970
"1993-11-03","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",971
"1993-11-03","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",972
"1993-11-03","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",973
"1993-11-04","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",974
"1993-11-04","Function","MISSING","New_Funct/Rewritten","Performance","","PT",975
"1993-11-04","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","ST",976
"1993-11-05","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",977
"1993-11-05","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","FCT",978
"1993-11-05","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",979
"1993-11-05","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",980
"1993-11-05","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",981
"1993-11-05","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",982
"1993-11-05","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",983
"1993-11-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",984
"1993-11-07","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",985
"1993-11-07","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",986
"1993-11-07","Function","MISSING","New_Funct/Rewritten","Performance","","PT",987
"1993-11-08","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",988
"1993-11-09","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",989
"1993-11-09","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",990
"1993-11-09","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",991
"1993-11-09","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",992
"1993-11-09","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",993
"1993-11-09","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",994
"1993-11-09","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",995
"1993-11-10","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",996
"1993-11-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",997
"1993-11-10","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",998
"1993-11-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","WLM",999
"1993-11-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",1000
"1993-11-10","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",1001
"1993-11-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1002
"1993-11-10","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",1003
"1993-11-10","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1004
"1993-11-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",1005
"1993-11-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",1006
"1993-11-11","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",1007
"1993-11-11","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","FCT",1008
"1993-11-11","Checking","MISSING","New_Funct/Rewritten","Capability","","ST",1009
"1993-11-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","ST",1010
"1993-11-12","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","Rare Situation/Side Effects","FCT",1011
"1993-11-12","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",1012
"1993-11-12","Checking","MISSING","New_Funct/Rewritten","Capability","Rare Situation/Side Effects","FCT",1013
"1993-11-13","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1014
"1993-11-13","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",1015
"1993-11-14","","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",1016
"1993-11-15","Checking","INCORRECT","New_Funct/Rewritten","Usability","","FCT",1017
"1993-11-15","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","WLM",1018
"1993-11-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","FCT",1019
"1993-11-16","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1020
"1993-11-16","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1021
"1993-11-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",1022
"1993-11-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",1023
"1993-11-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",1024
"1993-11-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Workload Volume/Stress","ST",1025
"1993-11-16","","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1026
"1993-11-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",1027
"1993-11-17","Checking","MISSING","New_Funct/Rewritten","Performance","","FCT",1028
"1993-11-17","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",1029
"1993-11-17","Function","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1030
"1993-11-17","Checking","INCORRECT","New_Funct/Rewritten","Performance","","ST",1031
"1993-11-18","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1032
"1993-11-18","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","PT",1033
"1993-11-18","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","WLM",1034
"1993-11-18","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",1035
"1993-11-19","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1036
"1993-11-20","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1037
"1993-11-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",1038
"1993-11-20","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1039
"1993-11-20","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1040
"1993-11-20","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","FCT",1041
"1993-11-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",1042
"1993-11-20","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","PT",1043
"1993-11-20","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1044
"1993-11-21","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1045
"1993-11-22","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","Design NonConformance","FCT",1046
"1993-11-22","Checking","MISSING","New_Funct/Rewritten","Capability","","FCT",1047
"1993-11-22","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1048
"1993-11-23","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1049
"1993-11-23","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1050
"1993-11-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Standards","Design NonConformance","WLM",1051
"1993-11-23","Checking","MISSING","Prior_Release","Reliability/Avail","","ST",1052
"1993-11-23","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1053
"1993-11-24","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","FCT",1054
"1993-11-28","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1055
"1993-11-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",1056
"1993-11-29","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1057
"1993-11-29","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1058
"1993-11-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1059
"1993-11-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","PT",1060
"1993-11-29","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",1061
"1993-11-29","","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1062
"1993-11-29","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1063
"1993-11-30","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1064
"1993-11-30","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1065
"1993-11-30","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","PT",1066
"1993-12-01","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1067
"1993-12-01","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","PT",1068
"1993-12-01","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1069
"1993-12-01","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1070
"1993-12-01","Checking","MISSING","New_Funct/Rewritten","Performance","Logic Flow","ST",1071
"1993-12-01","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1072
"1993-12-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","ST",1073
"1993-12-02","Function","MISSING","New_Funct/Rewritten","Performance","","PT",1074
"1993-12-02","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1075
"1993-12-02","Function","INCORRECT","New_Funct/Rewritten","Maintain/Service","","PT",1076
"1993-12-02","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1077
"1993-12-03","Function","INCORRECT","New_Funct/Rewritten","Performance","","ST",1078
"1993-12-03","Function","MISSING","New_Funct/Rewritten","Maintain/Service","","PT",1079
"1993-12-03","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1080
"1993-12-04","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","PT",1081
"1993-12-04","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1082
"1993-12-04","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1083
"1993-12-04","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1084
"1993-12-04","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","PT",1085
"1993-12-04","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1086
"1993-12-04","","INCORRECT","New_Funct/Rewritten","Maintain/Service","","PT",1087
"1993-12-04","Checking","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1088
"1993-12-06","Checking","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","ST",1089
"1993-12-06","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1090
"1993-12-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",1091
"1993-12-06","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1092
"1993-12-06","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1093
"1993-12-06","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1094
"1993-12-07","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1095
"1993-12-07","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",1096
"1993-12-07","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1097
"1993-12-07","","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",1098
"1993-12-07","","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",1099
"1993-12-07","Function","MISSING","New_Funct/Rewritten","Performance","","FCT",1100
"1993-12-07","Checking","INCORRECT","New_Funct/Rewritten","Performance","Logic Flow","ST",1101
"1993-12-08","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1102
"1993-12-08","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","FCT",1103
"1993-12-08","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1104
"1993-12-08","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1105
"1993-12-08","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",1106
"1993-12-08","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1107
"1993-12-08","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1108
"1993-12-08","Function","MISSING","New_Funct/Rewritten","Usability","","PT",1109
"1993-12-08","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","ST",1110
"1993-12-09","Checking","MISSING","New_Funct/Rewritten","Performance","Logic Flow","PT",1111
"1993-12-09","Checking","MISSING","New_Funct/Rewritten","Performance","","FCT",1112
"1993-12-09","Checking","MISSING","New_Funct/Rewritten","Usability","","PT",1113
"1993-12-10","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1114
"1993-12-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1115
"1993-12-10","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1116
"1993-12-10","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1117
"1993-12-10","Checking","MISSING","New_Funct/Rewritten","Performance","","FCT",1118
"1993-12-14","","MISSING","New_Funct/Rewritten","Reliability/Avail","Logic Flow","ST",1119
"1993-12-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1120
"1993-12-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Documentation","","PT",1121
"1993-12-15","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1122
"1993-12-15","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",1123
"1993-12-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","PT",1124
"1993-12-16","Checking","INCORRECT","New_Funct/Rewritten","Performance","","WLM",1125
"1993-12-16","","INCORRECT","New_Funct/Rewritten","Usability","","FCT",1126
"1993-12-17","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1127
"1993-12-17","","INCORRECT","New_Funct/Rewritten","Performance","","PT",1128
"1993-12-21","Assignment/Initialization","MISSING","Rollup/Parallel_Development","Performance","Design NonConformance","ST",1129
"1994-01-03","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1130
"1994-01-07","","INCORRECT","New_Funct/Rewritten","Performance","","ST",1131
"1994-01-10","","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",1132
"1994-01-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","ST",1133
"1994-01-18","Assignment/Initialization","MISSING","New_Funct/Rewritten","Documentation","","PT",1134
"1994-01-20","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","ST",1135
"1994-01-27","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1136
"1994-01-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","ST",1137
"1994-01-29","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",1138
"1994-02-01","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","PT",1139
"1994-02-03","Function","MISSING","New_Funct/Rewritten","Capability","","PT",1140
"1994-02-03","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",1141
"1994-02-08","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","","PT",1142
"1994-02-13","Checking","MISSING","New_Funct/Rewritten","Performance","","ST",1143
"1994-02-15","Function","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","PT",1144
"1994-02-19","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","UT",1145
"1994-02-21","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","Rare Situation/Side Effects","PT",1146
"1994-03-01","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1147
"1994-03-03","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1148
"1994-03-03","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1149
"1994-03-03","Checking","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1150
"1994-03-04","Checking","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1151
"1994-03-08","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1152
"1994-03-08","Checking","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1153
"1994-03-08","Checking","INCORRECT","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1154
"1994-03-10","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1155
"1994-03-11","Checking","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","ST",1156
"1994-03-11","Checking","MISSING","New_Funct/Rewritten","Capability","Test Coverage/Variation","ST",1157
"1993-03-08","Function","MISSING","Rollup/Parallel_Development","Usability","Bkwd/Lateral Compatibility","CLD",1158
"1993-03-08","Interface","INCORRECT","","Usability","","CLD",1159
"1993-04-08","Checking","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1160
"1993-04-08","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1161
"1992-02-12","Function","MISSING","","Migration","Startup/Restart","CLD",1162
"1992-02-13","Documents","INCORRECT","","Standards","Design NonConformance","MLD",1163
"1992-02-13","Checking","MISSING","","Maintain/Service","Startup/Restart","MLD",1164
"1992-02-13","Documents","INCORRECT","","Documentation","","MLD",1165
"1992-02-13","Documents","INCORRECT","","Usability","","MLD",1166
"1992-02-18","Function","MISSING","","Capability","","MLD",1167
"1992-02-20","Interface","INCORRECT","","Capability","","MLD",1168
"1992-02-20","Documents","INCORRECT","","Capability","","MLD",1169
"1993-01-10","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","CODE",1170
"1993-01-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1171
"1993-01-10","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1172
"1993-01-10","Interface","MISSING","","Capability","","CODE",1173
"1993-01-10","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1174
"1993-01-10","Function","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE",1175
"1992-03-05","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1176
"1992-11-07","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","Documentation Content","CODE",1177
"1992-11-07","Documents","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE",1178
"1992-11-07","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Rare Situation/Side Effects","CODE",1179
"1993-07-16","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE",1180
"1993-07-22","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1181
"1993-07-22","Function","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1182
"1993-07-15","Interface","INCORRECT","","Maintain/Service","","CODE",1183
"1993-08-04","Interface","INCORRECT","","Reliability/Avail","","CODE",1184
"1993-08-10","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE",1185
"1993-08-10","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE",1186
"1993-08-10","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","","CODE",1187
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1188
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1189
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1190
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1191
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1192
"1993-08-30","Interface","INCORRECT","","Maintain/Service","","CODE",1193
"1993-08-27","Interface","INCORRECT","New_Funct/Rewritten","Migration","","CODE",1194
"1993-08-27","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE",1195
"1993-08-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","CODE",1196
"1993-08-31","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE",1197
"1992-07-28","Interface","INCORRECT","","Capability","","CODE",1198
"1992-07-28","Interface","INCORRECT","","Capability","","CODE",1199
"1992-07-28","Interface","INCORRECT","","Capability","","CODE",1200
"1992-07-31","Algorithm","INCORRECT","New_Funct/Rewritten","Performance","","CODE",1201
"1992-07-31","Algorithm","INCORRECT","New_Funct/Rewritten","Performance","","CODE",1202
"1992-08-14","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","CODE",1203
"1992-08-14","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","CODE",1204
"1992-10-12","Function","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1205
"1992-10-12","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1206
"1992-10-12","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1207
"1992-10-12","Interface","MISSING","New_Funct/Rewritten","Capability","","CLD",1208
"1992-10-12","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1209
"1992-10-12","Function","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1210
"1992-10-12","Function","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1211
"1992-10-12","Function","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1212
"1992-10-12","Function","INCORRECT","New_Funct/Rewritten","Capability","","CLD",1213
"1992-11-11","Algorithm","MISSING","New_Funct/Rewritten","Capability","","MLD",1214
"1992-11-11","Function","MISSING","New_Funct/Rewritten","Capability","","MLD",1215
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1216
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1217
"1992-11-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1218
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Usability","","MLD",1219
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1220
"1992-11-11","Function","MISSING","New_Funct/Rewritten","Capability","","MLD",1221
"1992-11-11","Function","MISSING","New_Funct/Rewritten","Capability","","MLD",1222
"1992-11-11","Function","MISSING","New_Funct/Rewritten","Capability","","MLD",1223
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1224
"1992-11-11","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","MLD",1225
"1992-11-11","Interface","MISSING","New_Funct/Rewritten","Capability","","MLD",1226
"1992-11-11","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","","MLD",1227
"1992-11-11","Function","MISSING","New_Funct/Rewritten","Capability","","MLD",1228
"1992-11-11","Interface","MISSING","New_Funct/Rewritten","Capability","","MLD",1229
"1992-11-11","Function","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1230
"1992-11-11","Checking","MISSING","New_Funct/Rewritten","Capability","","MLD",1231
"1992-01-20","Documents","INCORRECT","","Maintain/Service","","CLD",1232
"1992-01-20","Documents","MISSING","","Documentation","","CLD",1233
"1992-12-01","Function","MISSING","Reused_Code","Maintain/Service","","CODE",1234
"1992-11-23","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1235
"1992-11-23","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1236
"1992-11-23","Documents","MISSING","New_Funct/Rewritten","Standards","","CODE",1237
"1992-11-23","Documents","MISSING","New_Funct/Rewritten","Standards","","CODE",1238
"1992-11-23","Interface","INCORRECT","New_Funct/Rewritten","Capability","","CODE",1239
"1992-11-23","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1240
"1992-11-23","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1241
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1242
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1243
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1244
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1245
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1246
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1247
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1248
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1249
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1250
"1993-01-07","Interface","INCORRECT","","Capability","","CLD",1251
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1252
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1253
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1254
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1255
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1256
"1993-01-15","Interface","INCORRECT","","Capability","","CLD",1257
"1993-01-18","Documents","MISSING","New_Funct/Rewritten","Documentation","","CODE",1258
"1993-01-18","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1259
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1260
"1993-01-18","Function","MISSING","New_Funct/Rewritten","Usability","","CODE",1261
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1262
"1993-01-18","Function","MISSING","New_Funct/Rewritten","Usability","","CODE",1263
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1264
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1265
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1266
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1267
"1993-01-18","Function","INCORRECT","New_Funct/Rewritten","Usability","","CODE",1268
"1993-01-28","Interface","INCORRECT","","Capability","","MLD",1269
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1270
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1271
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1272
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1273
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","MLD",1274
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1275
"1993-01-28","Interface","INCORRECT","New_Funct/Rewritten","Capability","","MLD",1276
"1993-01-21","Checking","INCORRECT","New_Funct/Rewritten","Performance","","MLD",1277
"1993-01-21","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","MLD",1278
"1993-01-21","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","","MLD",1279
"1993-01-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1280
"1993-01-21","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1281
"1993-01-21","Interface","MISSING","New_Funct/Rewritten","Usability","","MLD",1282
"1993-01-21","Interface","MISSING","New_Funct/Rewritten","Usability","","MLD",1283
"1993-01-21","Interface","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1284
"1993-01-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1285
"1993-01-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","MLD",1286
"1993-01-21","Algorithm","INCORRECT","New_Funct/Rewritten","Performance","","MLD",1287
