text,fault_category,source_dataset,source_file
ASUS Q87M -E USB3.0/SATA600/R/DVI/VGA/HDMI/DP Q87,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Q87T 2xGL/USB3.0/SATA600//DVI/HDMI/DP Q87 Mini-ITX,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
"ASUS Rampage V Edition 10, Intel X99, RoG",ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
"ASUS Rampage V Extreme USB 3.1, Intel X99, RoG",ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Asus ROG RAMPAGE V EDITION 10,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS ROG Rampage VI APEX,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS ROG Rampage VI Extreme,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS ROG Rampage VI EXTREME ENCORE,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS ROG Rampage VI Extreme OMEGA,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Sabertooth 990FX R2.0 USB3.0/SATA600/R/eSATA 990FX,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Sabertooth MARK 2 USB 3.1,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS SABERTOOTH Z170 S USB3.1/SATA600/SATAe/M.2/DP/HDMI,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Trooper B85 GL/USB3.0/SATA600/DVI/VGA B85,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Vanguard B85 GL/USB3.0/SATA600/R/DVI/HDMI/VGA/DP B85,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS X99-E WS USB 3.1,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Z170-E USB3.1/M.2/SATAe/SATA600/DVI/HDMI Z170,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Z170-WS 2x GLAN/USB3.1/SATA600/M.2/DP/HDMI,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
ASUS Z97-K USB 3.1,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-78LMT-USB3 GL/SATA3/R/USB3.0/DVI/HDMI/VGA AMD 760G,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-970A-UD3P GL/SATA600/R/USB3.0 970,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-B150M-DS3P GL/USB3.1/M.2/HDMI/DVI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-B150M-HD3 GL/USB3.0/M.2/HDMI/DVI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-H110M-DS2 GL/USB3.0/SATA600/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-H81M-D2V GL/USB3.0/VGA/DVI H81,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-H81M-HD3 GL/USB3.0/HDMI/DVI/DP H81,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-H81M-S2PV GL/USB3.0/VGA/DVI H81,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-H97-D3H GL/USB3.0/HDMI/DVI/VGA H97,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-X150-PLUS WS GL/USB3.0/SATA600/SATAe/M.2 C232,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-X150M-PRO ECC GL/USB3.0/SATA600/SATAe/M.2 C232,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-X170-EXTREME ECC 2xGL/USB3.1/TB 3/SATAe/M.2 C236,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-Z170X-Gaming 7 2x GB-LAN/SATAe/M.2/USB3.1,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte GA-Z97M-D3H GL/USB3.0/HDMI/DVI/VGA Z97,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
Gigabyte MD70-HB1 3xGL/USB3.0/SATA600/Seriell C612 E- 2x,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI B150M ECO USB3.1/SATA600/HDMI/DVI/VGA B150,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI B150M Grenade USB3.1/HDMI/DVI/VGA/Turbo M.2 B150,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI B85-G43 GL/SATA600/R/USB3.0/HDMI/DVI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI B85M-E45 GL/SATA600/USB3.0/HDMI/DVI/DP/VGA B85,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI B85M-G43 USB3.0/DP/HDMI/DVI/VGA B85,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI C236A Workstation USB3.1/M.2/DVI/HDMI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI C236M Workstation USB3.1/SATAe/DVI/HDMI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H110M ECO USB3.1/HDMI/DVI/VGA,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H110M Grenade USB3.1 (Typ C)/DVI/VGA/HDMI/M.2,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H110M Pro-D USB3.1/DVI,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H110M Pro-VH USB3.1/VGA/HDMI,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H170 GAMING M3 USB3.1/HDMI/DVI/M.2/SATAe H170,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H170M Pro-VDH D3 USB3.1/SATAe/R/VGA/HDMI/DVI H170,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H81M-E33 GL/SATA600/USB3.0/HDMI/VGA H81,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI H97M-E35 GL/SATA600/R/USB3.0/HDMI/DVI/VGA H97,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
MSI Z170A Tomahawk USB3.1/DVI/HDMI/M.2/SATAe,peripheral_issue,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\MotherboardData.csv
"Seasonic P-Series, Fanless 80 PLUS Platinum",overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Corsair AX1500i Digital ATX Power Supply,power_supply_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Corsair AX760i Digital ATX Power Supply,power_supply_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Corsair HX1000i High-Performance ATX Power Supply,power_supply_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Corsair HX750i High-Performance ATX Power Supply,power_supply_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Corsair HX850i High-Performance ATX Power Supply,power_supply_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Enermax Digifanless digitales,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Platinum 460 Fanless,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Platinum 520 Fanless,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Prime Fanless 80 PLUS Titanium,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Prime Fanless PX,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Prime Fanless PX,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic Prime Fanless TX,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Seasonic PRIME Fanless TX-600,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Silentmaxx Fanless II,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Berlin,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Cologne,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Frankfurt,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Hamburg,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake London,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Madrid,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Munich,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Paris,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Rome,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Smart Pro RGB 80Plus Bronze modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Smart Pro RGB 80Plus Bronze modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Smart Pro RGB 80Plus Bronze modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Smart SE,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Smart SE,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower DPS G 80 PLUS Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower DPS G RGB 80Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower DPS G RGB 80Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower DPS G RGB 80Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower iRGB 80 PLUS Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower iRGB 80 PLUS Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower iRGB 80 PLUS Titanium,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake TR2 S,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake TR2 S,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Thermaltake TR2 S 80 PLUS,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
XFX XTS Fanless Series,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
XFX XTS Fanless Series,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\PSUData.csv
Gigabyte Aorus RGB Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Aorus RGB Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
INNO3D iChill Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
INNO3D iChill Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Kingston ValueRAM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Kingston ValueRAM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Thermaltake Toughram RGB DDR4-3200 CL16 - 16 GB Dual-Kit,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Thermaltake Toughram RGB DDR4-3600 CL18 - 16 GB Dual-Kit,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 1GB DDR Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 1GB DDR Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 1GB DDR2 Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 1GB DDR2 Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 1GB Dual Channel DDR Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 2GB DDR2 Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 2GB Dual Channel DDR Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 2GB Dual Channel DDR2 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile Blue — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile Blue — 4GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile Blue — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile White — 1.35V 8GB Dual Channel DDR3L Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 4GB DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 4GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 8GB DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Low Profile — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair LP Memory 16GB 1866MHz CL10 DDR3,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair LP Memory 32GB 1866MHz CL10 DDR3 Dual/Quad Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair Memory — 32GB 1866MHz CL9 DDR3,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair SO-Dimm Vengeance Series DDR4-3000,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 12GB Triple Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 16GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 24GB Triple Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 32GB Dual/Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 4GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 4GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 4GB Single Module DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 4GB Single Module DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 64GB Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 64GB Quad Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB 1.5V Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Corsair — 8GB Dual Channel DDR3 Memory Kit,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Aorus RGB Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Aorus RGB Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Aorus RGB Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Gigabyte Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
INNO3D iChill Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Kingston Server DIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
"Kingston Server DIMM, ECC REG, DDR4-2133, CL15 - 32 GB Kit",ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Kingston Value DDR3-1333 CL9 Memory,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung RDIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung RDIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung RDIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung RDIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung RDIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Samsung Server DIMM,ram_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Thermaltake Toughram RGB DDR4-3000 CL16 - 16 GB Dual-Kit,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Thermaltake Toughram RGB DDR4-4400 CL19- 16 GB Dual-Kit,overheating,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\RAMData.csv
Kingston SSDNow UV400 Series 240 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow A400 Series 120 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow A400 Series 240 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow A400 Series 480 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow E50 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV400 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV400 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV400 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV500 Series 120 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV500 Series 240 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV500 Series 480 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow UV500 Series 960 GB,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow V300 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
Kingston SSDNow V300 Series,storage_failure,General Computer Hardware Dataset (Dilshaan Sandhu),computer_hardware\SSDData.csv
